Algorithm Execution [s]; Clustering [s]; Index Building [s]; Distance Calculation [s]; Points Sorting [s]; Normalization [s]; Datafile Reading [s]; Reference Points Calculation [s]; Positioning [s]; Algorithm Type; Algorithm Name; Use Cosine Similarity; Dataset File Path; Dataset Size; Dataset Maximal Dimension; Dataset Dimension Value Treshold; Dataset Internal Representation; Reference Points; Projection Dimensions; Projection Source Sequence; Classification Subset Factor; Placement Method; Use Dataset Index Access; K; Eps; minEps; avgEps; maxEps; MinPts; P Sample Index; S Sample Index; Use Boundaries; Properties File Path; Report File Path
0.312; 0.219; 0.093; N/A; N/A; N/A; 0.094; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;1000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A;2; 18.8641; 43.1045; N/A;10;10; true; properties/0001__vp_tree__karypis_sport__sparse__1000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_0_6.txt
0.296; 0.218; 0.078; N/A; N/A; N/A; 0.094; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;1000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A;2; 18.8641; 43.1045; N/A;10;10; true; properties/0001__vp_tree__karypis_sport__sparse__1000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_0_16.txt
0.296; 0.218; 0.078; N/A; N/A; N/A; 0.109; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;1000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A;2; 18.8641; 43.1045; N/A;10;10; true; properties/0001__vp_tree__karypis_sport__sparse__1000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_0_26.txt
0.296; 0.218; 0.078; N/A; N/A; N/A; 0.109; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;1000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A;2; 18.8641; 43.1045; N/A;10;10; true; properties/0001__vp_tree__karypis_sport__sparse__1000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_0_37.txt
0.296; 0.218; 0.078; N/A; N/A; N/A; 0.11; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;1000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A;2; 18.8641; 43.1045; N/A;10;10; true; properties/0001__vp_tree__karypis_sport__sparse__1000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_0_47.txt
0.983; 0.812; 0.171; N/A; N/A; N/A; 0.203; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;2000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A; 1.41421; 18.1934; 50.4777; N/A;10;10; true; properties/0002__vp_tree__karypis_sport__sparse__2000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_0_58.txt
0.982; 0.826; 0.156; N/A; N/A; N/A; 0.218; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;2000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A; 1.41421; 18.1934; 50.4777; N/A;10;10; true; properties/0002__vp_tree__karypis_sport__sparse__2000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_1_9.txt
0.998; 0.811; 0.187; N/A; N/A; N/A; 0.234; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;2000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A; 1.41421; 18.1934; 50.4777; N/A;10;10; true; properties/0002__vp_tree__karypis_sport__sparse__2000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_1_21.txt
0.999; 0.827; 0.172; N/A; N/A; N/A; 0.234; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;2000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A; 1.41421; 18.1934; 50.4777; N/A;10;10; true; properties/0002__vp_tree__karypis_sport__sparse__2000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_1_32.txt
0.983; 0.827; 0.156; N/A; N/A; N/A; 0.266; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;2000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A; 1.41421; 18.1934; 50.4777; N/A;10;10; true; properties/0002__vp_tree__karypis_sport__sparse__2000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_1_43.txt
3.822; 3.448; 0.374; N/A; N/A; N/A; 0.483; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;4000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A; 1.41421; 19.1938; 79.9812; N/A;10;10; true; properties/0003__vp_tree__karypis_sport__sparse__4000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_1_55.txt
3.884; 3.494; 0.39; N/A; N/A; N/A; 0.562; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;4000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A; 1.41421; 19.1938; 79.9812; N/A;10;10; true; properties/0003__vp_tree__karypis_sport__sparse__4000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_2_10.txt
3.869; 3.51; 0.359; N/A; N/A; N/A; 0.671; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;4000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A; 1.41421; 19.1938; 79.9812; N/A;10;10; true; properties/0003__vp_tree__karypis_sport__sparse__4000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_2_25.txt
3.869; 3.526; 0.343; N/A; N/A; N/A; 0.796; N/A; N/A; classification; vp_tree; false; datasets/sparse_d126373_r8580_karypis_sport.txt;4000;126373;0; sparse; N/A; N/A; N/A;10; linear; false;5; N/A; 1.41421; 19.1938; 79.9812; N/A;10;10; true; properties/0003__vp_tree__karypis_sport__sparse__4000__no_cos__10__K5__P10__S10__use_boundaries.txt; logs/run_report_2012_12_15_17_2_40.txt
